User      	: DESKTOP-BLOIBBU
File Name 	: -----
Real Time 	: 300 Sec
Live Time 	: 297.956 Sec
Dead Time 	: 2.044 Sec
Date      	: 18-09-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	640
5      	964
6      	972
7      	755
8      	693
9      	608
10     	674
11     	703
12     	739
13     	685
14     	667
15     	703
16     	739
17     	732
18     	745
19     	771
20     	792
21     	701
22     	708
23     	647
24     	680
25     	688
26     	704
27     	725
28     	791
29     	747
30     	900
31     	840
32     	919
33     	962
34     	873
35     	916
36     	821
37     	839
38     	806
39     	783
40     	722
41     	681
42     	708
43     	659
44     	647
45     	715
46     	726
47     	676
48     	652
49     	688
50     	737
51     	702
52     	730
53     	700
54     	706
55     	699
56     	737
57     	750
58     	695
59     	755
60     	730
61     	789
62     	743
63     	760
64     	787
65     	788
66     	778
67     	771
68     	759
69     	740
70     	729
71     	743
72     	743
73     	709
74     	768
75     	774
76     	755
77     	780
78     	815
79     	776
80     	789
81     	796
82     	851
83     	828
84     	829
85     	937
86     	953
87     	899
88     	1008
89     	996
90     	1023
91     	1146
92     	1150
93     	1235
94     	1176
95     	1284
96     	1284
97     	1340
98     	1193
99     	1229
100    	1238
101    	1288
102    	1202
103    	1134
104    	1165
105    	1132
106    	1139
107    	1120
108    	1080
109    	1024
110    	1026
111    	1028
112    	1054
113    	974
114    	983
115    	1013
116    	996
117    	928
118    	886
119    	877
120    	885
121    	844
122    	826
123    	876
124    	804
125    	848
126    	787
127    	831
128    	870
129    	787
130    	813
131    	864
132    	793
133    	759
134    	770
135    	766
136    	729
137    	770
138    	681
139    	678
140    	699
141    	651
142    	721
143    	651
144    	650
145    	666
146    	673
147    	605
148    	622
149    	645
150    	645
151    	637
152    	674
153    	684
154    	617
155    	708
156    	643
157    	678
158    	629
159    	629
160    	632
161    	624
162    	628
163    	617
164    	664
165    	618
166    	602
167    	593
168    	620
169    	637
170    	597
171    	578
172    	607
173    	622
174    	557
175    	625
176    	593
177    	625
178    	642
179    	606
180    	595
181    	564
182    	562
183    	610
184    	578
185    	572
186    	576
187    	545
188    	599
189    	587
190    	568
191    	571
192    	579
193    	580
194    	593
195    	545
196    	549
197    	516
198    	570
199    	609
200    	554
201    	567
202    	568
203    	550
204    	546
205    	538
206    	568
207    	557
208    	538
209    	552
210    	575
211    	544
212    	578
213    	531
214    	590
215    	600
216    	613
217    	579
218    	552
219    	593
220    	571
221    	542
222    	553
223    	574
224    	541
225    	589
226    	566
227    	559
228    	508
229    	583
230    	503
231    	564
232    	525
233    	589
234    	559
235    	557
236    	567
237    	547
238    	562
239    	532
240    	536
241    	553
242    	490
243    	594
244    	580
245    	552
246    	588
247    	574
248    	554
249    	538
250    	503
251    	567
252    	598
253    	556
254    	565
255    	577
256    	523
257    	567
258    	547
259    	565
260    	549
261    	537
262    	511
263    	548
264    	572
265    	560
266    	540
267    	590
268    	586
269    	563
270    	538
271    	527
272    	539
273    	579
274    	563
275    	579
276    	557
277    	491
278    	548
279    	539
280    	543
281    	564
282    	534
283    	532
284    	529
285    	569
286    	553
287    	574
288    	540
289    	556
290    	559
291    	568
292    	590
293    	535
294    	556
295    	593
296    	528
297    	551
298    	585
299    	557
300    	584
301    	573
302    	591
303    	578
304    	624
305    	575
306    	566
307    	629
308    	559
309    	621
310    	554
311    	598
312    	567
313    	595
314    	561
315    	654
316    	575
317    	564
318    	607
319    	619
320    	655
321    	595
322    	578
323    	607
324    	583
325    	650
326    	619
327    	628
328    	616
329    	629
330    	621
331    	614
332    	588
333    	600
334    	605
335    	682
336    	662
337    	639
338    	664
339    	610
340    	632
341    	646
342    	608
343    	632
344    	634
345    	665
346    	666
347    	657
348    	675
349    	663
350    	663
351    	679
352    	656
353    	715
354    	722
355    	686
356    	699
357    	650
358    	678
359    	654
360    	698
361    	696
362    	694
363    	753
364    	693
365    	667
366    	685
367    	694
368    	780
369    	708
370    	684
371    	725
372    	703
373    	714
374    	685
375    	724
376    	698
377    	664
378    	699
379    	691
380    	647
381    	651
382    	652
383    	645
384    	630
385    	580
386    	603
387    	609
388    	603
389    	579
390    	576
391    	529
392    	529
393    	536
394    	542
395    	565
396    	514
397    	496
398    	495
399    	471
400    	468
401    	466
402    	480
403    	482
404    	500
405    	495
406    	448
407    	455
408    	415
409    	460
410    	451
411    	430
412    	459
413    	398
414    	431
415    	408
416    	471
417    	471
418    	438
419    	428
420    	413
421    	437
422    	416
423    	436
424    	424
425    	427
426    	422
427    	378
428    	436
429    	401
430    	429
431    	402
432    	457
433    	438
434    	392
435    	433
436    	427
437    	426
438    	432
439    	378
440    	403
441    	363
442    	347
443    	402
444    	363
445    	384
446    	399
447    	375
448    	370
449    	395
450    	399
451    	405
452    	399
453    	411
454    	462
455    	464
456    	451
457    	512
458    	498
459    	529
460    	565
461    	628
462    	676
463    	708
464    	729
465    	797
466    	884
467    	880
468    	977
469    	1014
470    	1072
471    	1060
472    	1186
473    	1243
474    	1269
475    	1217
476    	1221
477    	1331
478    	1352
479    	1376
480    	1321
481    	1285
482    	1315
483    	1209
484    	1175
485    	1162
486    	1174
487    	1142
488    	1023
489    	974
490    	878
491    	853
492    	783
493    	741
494    	665
495    	613
496    	545
497    	474
498    	482
499    	378
500    	358
501    	304
502    	291
503    	210
504    	231
505    	199
506    	182
507    	201
508    	159
509    	162
510    	166
511    	144
512    	186
513    	170
514    	206
515    	202
516    	213
517    	235
518    	222
519    	274
520    	311
521    	323
522    	354
523    	379
524    	396
525    	455
526    	497
527    	506
528    	537
529    	600
530    	626
531    	695
532    	777
533    	768
534    	759
535    	840
536    	885
537    	910
538    	979
539    	972
540    	1061
541    	1049
542    	986
543    	960
544    	991
545    	988
546    	943
547    	1015
548    	969
549    	886
550    	958
551    	841
552    	778
553    	825
554    	720
555    	682
556    	625
557    	567
558    	515
559    	503
560    	442
561    	398
562    	343
563    	335
564    	274
565    	225
566    	211
567    	212
568    	161
569    	160
570    	122
571    	103
572    	89
573    	77
574    	73
575    	54
576    	46
577    	34
578    	34
579    	32
580    	23
581    	24
582    	22
583    	24
584    	22
585    	18
586    	17
587    	16
588    	24
589    	15
590    	18
591    	21
592    	9
593    	12
594    	13
595    	13
596    	7
597    	11
598    	12
599    	12
600    	17
601    	10
602    	20
603    	16
604    	14
605    	12
606    	10
607    	14
608    	17
609    	13
610    	13
611    	15
612    	8
613    	11
614    	2
615    	12
616    	9
617    	12
618    	12
619    	11
620    	12
621    	13
622    	18
623    	12
624    	8
625    	9
626    	10
627    	11
628    	11
629    	20
630    	9
631    	10
632    	5
633    	8
634    	9
635    	9
636    	18
637    	10
638    	12
639    	12
640    	11
641    	11
642    	8
643    	14
644    	10
645    	12
646    	7
647    	13
648    	9
649    	22
650    	7
651    	15
652    	13
653    	14
654    	9
655    	11
656    	12
657    	9
658    	9
659    	11
660    	5
661    	10
662    	9
663    	12
664    	8
665    	6
666    	12
667    	10
668    	3
669    	8
670    	8
671    	8
672    	9
673    	5
674    	8
675    	10
676    	12
677    	10
678    	7
679    	11
680    	14
681    	8
682    	12
683    	8
684    	4
685    	7
686    	9
687    	8
688    	17
689    	11
690    	6
691    	19
692    	10
693    	12
694    	12
695    	5
696    	7
697    	13
698    	7
699    	11
700    	7
701    	7
702    	16
703    	5
704    	9
705    	5
706    	5
707    	12
708    	5
709    	5
710    	13
711    	11
712    	6
713    	6
714    	6
715    	5
716    	10
717    	5
718    	12
719    	11
720    	3
721    	10
722    	10
723    	9
724    	7
725    	5
726    	4
727    	7
728    	7
729    	5
730    	14
731    	7
732    	8
733    	6
734    	10
735    	10
736    	14
737    	15
738    	5
739    	13
740    	6
741    	11
742    	11
743    	8
744    	7
745    	11
746    	13
747    	7
748    	11
749    	6
750    	10
751    	8
752    	6
753    	5
754    	8
755    	8
756    	4
757    	4
758    	9
759    	3
760    	6
761    	4
762    	8
763    	4
764    	6
765    	12
766    	10
767    	4
768    	7
769    	10
770    	4
771    	7
772    	9
773    	2
774    	7
775    	6
776    	10
777    	11
778    	5
779    	4
780    	3
781    	5
782    	9
783    	10
784    	3
785    	7
786    	4
787    	4
788    	7
789    	3
790    	8
791    	4
792    	7
793    	5
794    	8
795    	3
796    	5
797    	4
798    	6
799    	1
800    	6
801    	5
802    	4
803    	6
804    	4
805    	4
806    	8
807    	6
808    	4
809    	8
810    	5
811    	5
812    	3
813    	1
814    	5
815    	8
816    	5
817    	8
818    	6
819    	12
820    	5
821    	4
822    	5
823    	7
824    	8
825    	4
826    	4
827    	6
828    	11
829    	7
830    	6
831    	10
832    	9
833    	7
834    	8
835    	5
836    	6
837    	8
838    	5
839    	2
840    	5
841    	6
842    	4
843    	7
844    	5
845    	8
846    	7
847    	6
848    	4
849    	5
850    	2
851    	6
852    	8
853    	4
854    	5
855    	3
856    	7
857    	2
858    	1
859    	7
860    	6
861    	5
862    	11
863    	5
864    	4
865    	7
866    	4
867    	6
868    	3
869    	4
870    	6
871    	1
872    	7
873    	6
874    	3
875    	9
876    	5
877    	3
878    	2
879    	3
880    	10
881    	2
882    	6
883    	4
884    	3
885    	5
886    	5
887    	10
888    	7
889    	4
890    	5
891    	4
892    	12
893    	5
894    	3
895    	7
896    	6
897    	5
898    	6
899    	4
900    	4
901    	8
902    	4
903    	5
904    	4
905    	3
906    	8
907    	2
908    	6
909    	8
910    	7
911    	6
912    	10
913    	5
914    	4
915    	9
916    	2
917    	1
918    	3
919    	4
920    	6
921    	6
922    	5
923    	3
924    	3
925    	4
926    	2
927    	1
928    	6
929    	2
930    	1
931    	1
932    	3
933    	3
934    	5
935    	3
936    	4
937    	3
938    	6
939    	2
940    	3
941    	6
942    	2
943    	5
944    	2
945    	2
946    	0
947    	3
948    	1
949    	2
950    	4
951    	0
952    	1
953    	1
954    	1
955    	1
956    	0
957    	0
958    	4
959    	0
960    	2
961    	1
962    	1
963    	1
964    	1
965    	1
966    	2
967    	2
968    	2
969    	0
970    	2
971    	2
972    	2
973    	1
974    	1
975    	1
976    	2
977    	1
978    	0
979    	0
980    	0
981    	2
982    	1
983    	2
984    	0
985    	0
986    	4
987    	2
988    	1
989    	1
990    	3
991    	3
992    	2
993    	1
994    	0
995    	5
996    	3
997    	5
998    	1
999    	1
1000   	2
1001   	2
1002   	4
1003   	7
1004   	1
1005   	6
1006   	4
1007   	1
1008   	4
1009   	3
1010   	5
1011   	7
