User      	: DESKTOP-BLOIBBU
File Name 	: -----
Real Time 	: 300 Sec
Live Time 	: 298.497 Sec
Dead Time 	: 1.503 Sec
Date      	: 18-09-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	585
5      	711
6      	716
7      	833
8      	822
9      	882
10     	881
11     	951
12     	913
13     	872
14     	954
15     	893
16     	934
17     	918
18     	944
19     	991
20     	1044
21     	1048
22     	1169
23     	1268
24     	1238
25     	1228
26     	1120
27     	1094
28     	1099
29     	983
30     	984
31     	966
32     	985
33     	902
34     	934
35     	904
36     	934
37     	926
38     	957
39     	969
40     	982
41     	955
42     	977
43     	1042
44     	970
45     	972
46     	1079
47     	1034
48     	1046
49     	1023
50     	1022
51     	980
52     	1053
53     	1081
54     	1076
55     	1033
56     	1009
57     	1063
58     	1061
59     	1096
60     	1129
61     	1212
62     	1233
63     	1255
64     	1301
65     	1338
66     	1452
67     	1531
68     	1619
69     	1634
70     	1667
71     	1636
72     	1615
73     	1698
74     	1580
75     	1608
76     	1577
77     	1546
78     	1507
79     	1511
80     	1410
81     	1498
82     	1327
83     	1364
84     	1354
85     	1232
86     	1288
87     	1296
88     	1195
89     	1167
90     	1159
91     	1159
92     	1096
93     	1079
94     	1086
95     	1097
96     	1061
97     	1045
98     	1110
99     	1016
100    	1022
101    	994
102    	1010
103    	944
104    	878
105    	913
106    	887
107    	863
108    	895
109    	919
110    	911
111    	868
112    	871
113    	930
114    	857
115    	891
116    	823
117    	847
118    	845
119    	858
120    	864
121    	803
122    	867
123    	832
124    	845
125    	860
126    	828
127    	806
128    	792
129    	803
130    	743
131    	864
132    	824
133    	784
134    	775
135    	759
136    	809
137    	733
138    	750
139    	752
140    	788
141    	793
142    	775
143    	785
144    	754
145    	787
146    	767
147    	799
148    	727
149    	733
150    	796
151    	810
152    	759
153    	781
154    	749
155    	785
156    	761
157    	751
158    	832
159    	777
160    	743
161    	779
162    	758
163    	775
164    	789
165    	812
166    	779
167    	739
168    	748
169    	776
170    	763
171    	717
172    	742
173    	751
174    	740
175    	748
176    	745
177    	739
178    	714
179    	740
180    	814
181    	752
182    	779
183    	736
184    	716
185    	724
186    	733
187    	774
188    	771
189    	765
190    	697
191    	715
192    	731
193    	786
194    	749
195    	741
196    	764
197    	726
198    	701
199    	719
200    	783
201    	748
202    	748
203    	771
204    	738
205    	758
206    	784
207    	774
208    	718
209    	770
210    	792
211    	811
212    	771
213    	743
214    	765
215    	752
216    	776
217    	774
218    	763
219    	819
220    	764
221    	747
222    	747
223    	791
224    	793
225    	783
226    	744
227    	807
228    	835
229    	820
230    	824
231    	783
232    	763
233    	819
234    	857
235    	771
236    	802
237    	798
238    	788
239    	833
240    	792
241    	859
242    	831
243    	797
244    	845
245    	896
246    	903
247    	845
248    	879
249    	902
250    	858
251    	893
252    	880
253    	901
254    	933
255    	888
256    	858
257    	912
258    	923
259    	944
260    	893
261    	924
262    	927
263    	911
264    	916
265    	944
266    	909
267    	980
268    	938
269    	961
270    	944
271    	1024
272    	895
273    	942
274    	950
275    	981
276    	951
277    	940
278    	879
279    	899
280    	864
281    	907
282    	846
283    	882
284    	764
285    	774
286    	755
287    	782
288    	777
289    	725
290    	754
291    	719
292    	714
293    	697
294    	649
295    	693
296    	665
297    	652
298    	620
299    	621
300    	644
301    	607
302    	590
303    	600
304    	606
305    	590
306    	586
307    	580
308    	587
309    	567
310    	606
311    	584
312    	579
313    	578
314    	567
315    	602
316    	573
317    	565
318    	542
319    	531
320    	544
321    	559
322    	562
323    	542
324    	545
325    	525
326    	516
327    	518
328    	536
329    	507
330    	478
331    	493
332    	524
333    	550
334    	552
335    	623
336    	667
337    	651
338    	724
339    	800
340    	857
341    	878
342    	1003
343    	1109
344    	1186
345    	1299
346    	1318
347    	1497
348    	1547
349    	1646
350    	1658
351    	1721
352    	1723
353    	1791
354    	1844
355    	1744
356    	1737
357    	1680
358    	1527
359    	1476
360    	1396
361    	1246
362    	1130
363    	1032
364    	936
365    	830
366    	720
367    	654
368    	500
369    	447
370    	370
371    	350
372    	282
373    	266
374    	231
375    	228
376    	201
377    	235
378    	234
379    	218
380    	275
381    	312
382    	352
383    	342
384    	449
385    	445
386    	598
387    	571
388    	636
389    	732
390    	815
391    	941
392    	942
393    	1040
394    	1065
395    	1163
396    	1173
397    	1255
398    	1275
399    	1298
400    	1322
401    	1343
402    	1296
403    	1404
404    	1254
405    	1190
406    	1181
407    	1060
408    	1019
409    	922
410    	853
411    	767
412    	696
413    	562
414    	503
415    	464
416    	389
417    	352
418    	270
419    	220
420    	186
421    	148
422    	119
423    	109
424    	82
425    	60
426    	66
427    	48
428    	46
429    	34
430    	22
431    	33
432    	23
433    	29
434    	22
435    	26
436    	26
437    	14
438    	29
439    	21
440    	19
441    	17
442    	18
443    	13
444    	20
445    	20
446    	19
447    	16
448    	15
449    	20
450    	12
451    	15
452    	26
453    	20
454    	14
455    	21
456    	16
457    	15
458    	19
459    	7
460    	18
461    	21
462    	17
463    	16
464    	14
465    	15
466    	11
467    	10
468    	12
469    	20
470    	16
471    	17
472    	11
473    	14
474    	18
475    	18
476    	19
477    	12
478    	11
479    	15
480    	14
481    	16
482    	13
483    	16
484    	13
485    	11
486    	10
487    	17
488    	5
489    	18
490    	8
491    	13
492    	19
493    	13
494    	16
495    	14
496    	12
497    	17
498    	22
499    	14
500    	16
501    	12
502    	12
503    	10
504    	12
505    	9
506    	9
507    	12
508    	13
509    	12
510    	13
511    	10
512    	9
513    	11
514    	13
515    	7
516    	16
517    	12
518    	12
519    	13
520    	12
521    	17
522    	14
523    	7
524    	9
525    	8
526    	5
527    	12
528    	10
529    	18
530    	17
531    	10
532    	4
533    	11
534    	6
535    	5
536    	16
537    	8
538    	11
539    	7
540    	9
541    	7
542    	8
543    	12
544    	8
545    	10
546    	5
547    	9
548    	5
549    	8
550    	11
551    	12
552    	6
553    	10
554    	8
555    	9
556    	9
557    	14
558    	8
559    	4
560    	12
561    	9
562    	12
563    	8
564    	6
565    	9
566    	13
567    	7
568    	15
569    	7
570    	8
571    	8
572    	11
573    	7
574    	6
575    	16
576    	11
577    	13
578    	10
579    	2
580    	11
581    	7
582    	8
583    	6
584    	10
585    	11
586    	9
587    	9
588    	8
589    	9
590    	6
591    	10
592    	8
593    	9
594    	14
595    	7
596    	10
597    	10
598    	8
599    	8
600    	9
601    	6
602    	10
603    	8
604    	3
605    	8
606    	4
607    	8
608    	12
609    	9
610    	12
611    	10
612    	8
613    	8
614    	5
615    	7
616    	9
617    	10
618    	7
619    	5
620    	9
621    	12
622    	9
623    	12
624    	11
625    	10
626    	9
627    	10
628    	9
629    	7
630    	4
631    	6
632    	6
633    	10
634    	5
635    	3
636    	4
637    	7
638    	6
639    	12
640    	6
641    	9
642    	5
643    	7
644    	5
645    	6
646    	9
647    	4
648    	3
649    	6
650    	12
651    	10
652    	4
653    	5
654    	7
655    	6
656    	10
657    	11
658    	7
659    	11
660    	10
661    	5
662    	4
663    	10
664    	9
665    	11
666    	7
667    	8
668    	7
669    	10
670    	5
671    	3
672    	7
673    	6
674    	9
675    	7
676    	10
677    	6
678    	6
679    	4
680    	7
681    	7
682    	5
683    	4
684    	8
685    	6
686    	5
687    	8
688    	6
689    	8
690    	6
691    	4
692    	8
693    	4
694    	3
695    	3
696    	2
697    	3
698    	4
699    	8
700    	1
701    	2
702    	2
703    	2
704    	2
705    	2
706    	2
707    	1
708    	3
709    	0
710    	3
711    	0
712    	1
713    	4
714    	1
715    	2
716    	1
717    	4
718    	0
719    	2
720    	3
721    	0
722    	3
723    	1
724    	1
725    	0
726    	3
727    	7
728    	4
729    	2
730    	3
731    	1
732    	3
733    	2
734    	1
735    	4
736    	1
737    	7
738    	3
739    	5
740    	1
741    	3
742    	7
743    	2
744    	8
745    	0
746    	3
747    	11
748    	5
749    	10
750    	3
751    	7
752    	9
753    	8
754    	4
755    	5
756    	9
757    	6
758    	12
759    	8
760    	9
761    	4
762    	6
763    	4
764    	5
765    	8
766    	4
767    	7
768    	9
769    	3
770    	7
771    	6
772    	4
773    	1
774    	5
775    	1
776    	4
777    	4
778    	2
779    	5
780    	1
781    	4
782    	0
783    	1
784    	1
785    	0
786    	3
787    	0
788    	2
789    	0
790    	1
791    	0
792    	0
793    	0
794    	0
795    	0
796    	1
797    	0
798    	1
799    	0
800    	0
801    	0
802    	0
803    	0
804    	0
805    	0
806    	0
807    	0
808    	0
809    	0
810    	1
811    	0
812    	1
813    	0
814    	0
815    	1
816    	0
817    	0
818    	1
819    	0
820    	0
821    	0
822    	0
823    	0
824    	0
825    	0
826    	0
827    	0
828    	0
829    	0
830    	0
831    	0
832    	0
833    	0
834    	0
835    	0
836    	0
837    	0
838    	0
839    	0
840    	0
841    	0
842    	0
843    	0
844    	0
845    	0
846    	0
847    	0
848    	0
849    	0
850    	0
851    	0
852    	0
853    	0
854    	0
855    	0
856    	0
857    	0
858    	0
859    	0
860    	0
861    	0
862    	0
863    	0
864    	0
865    	0
866    	0
867    	0
868    	0
869    	0
870    	0
871    	0
872    	1
873    	0
874    	0
875    	0
876    	0
877    	0
878    	0
879    	0
880    	0
881    	0
882    	0
883    	0
884    	0
885    	0
886    	0
887    	0
888    	0
889    	0
890    	0
891    	0
892    	0
893    	0
894    	0
895    	0
896    	0
897    	0
898    	0
899    	0
900    	0
901    	0
902    	0
903    	0
904    	0
905    	0
906    	0
907    	0
908    	0
909    	0
910    	1
911    	0
912    	0
913    	0
914    	0
915    	0
916    	0
917    	0
918    	0
919    	1
920    	0
921    	0
922    	0
923    	0
924    	0
925    	0
926    	0
927    	0
928    	0
929    	0
930    	0
931    	0
932    	0
933    	0
934    	0
935    	0
936    	0
937    	0
938    	0
939    	0
940    	0
941    	0
942    	0
943    	0
944    	0
945    	0
946    	0
947    	0
948    	0
949    	0
950    	0
951    	0
952    	0
953    	0
954    	0
955    	0
956    	0
957    	0
958    	0
959    	0
960    	0
961    	0
962    	0
963    	0
964    	0
965    	0
966    	0
967    	0
968    	0
969    	0
970    	0
971    	0
972    	0
973    	0
974    	0
975    	0
976    	0
977    	0
978    	0
979    	0
980    	0
981    	0
982    	0
983    	0
984    	0
985    	0
986    	0
987    	0
988    	0
989    	0
990    	0
991    	0
992    	0
993    	0
994    	0
995    	0
996    	0
997    	0
998    	0
999    	0
1000   	0
1001   	0
1002   	0
