User      	: DESKTOP-BLOIBBU
File Name 	: -----
Real Time 	: 300 Sec
Live Time 	: 299.056 Sec
Dead Time 	: 0.944 Sec
Date      	: 18-09-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	946
5      	1167
6      	1156
7      	1249
8      	1397
9      	1365
10     	1524
11     	1575
12     	1655
13     	1774
14     	1806
15     	1715
16     	1673
17     	1595
18     	1514
19     	1451
20     	1438
21     	1461
22     	1482
23     	1410
24     	1407
25     	1471
26     	1540
27     	1559
28     	1632
29     	1540
30     	1593
31     	1619
32     	1610
33     	1689
34     	1642
35     	1740
36     	1704
37     	1797
38     	1903
39     	2011
40     	2101
41     	2410
42     	2413
43     	2557
44     	2589
45     	2577
46     	2612
47     	2537
48     	2381
49     	2384
50     	2258
51     	2099
52     	2120
53     	1981
54     	1971
55     	1895
56     	1858
57     	1826
58     	1803
59     	1743
60     	1718
61     	1645
62     	1629
63     	1536
64     	1506
65     	1503
66     	1479
67     	1426
68     	1409
69     	1361
70     	1413
71     	1357
72     	1384
73     	1307
74     	1369
75     	1287
76     	1363
77     	1249
78     	1294
79     	1270
80     	1287
81     	1232
82     	1316
83     	1222
84     	1192
85     	1268
86     	1191
87     	1264
88     	1177
89     	1259
90     	1232
91     	1215
92     	1130
93     	1254
94     	1231
95     	1198
96     	1278
97     	1206
98     	1191
99     	1207
100    	1217
101    	1181
102    	1192
103    	1229
104    	1128
105    	1178
106    	1194
107    	1184
108    	1102
109    	1217
110    	1132
111    	1118
112    	1132
113    	1141
114    	1119
115    	1181
116    	1163
117    	1132
118    	1076
119    	1175
120    	1204
121    	1191
122    	1213
123    	1133
124    	1192
125    	1214
126    	1209
127    	1224
128    	1236
129    	1147
130    	1202
131    	1169
132    	1181
133    	1240
134    	1197
135    	1244
136    	1275
137    	1248
138    	1183
139    	1230
140    	1230
141    	1261
142    	1153
143    	1283
144    	1269
145    	1286
146    	1186
147    	1317
148    	1331
149    	1305
150    	1310
151    	1356
152    	1230
153    	1339
154    	1391
155    	1323
156    	1345
157    	1365
158    	1377
159    	1386
160    	1444
161    	1393
162    	1435
163    	1525
164    	1353
165    	1495
166    	1493
167    	1510
168    	1504
169    	1490
170    	1492
171    	1605
172    	1486
173    	1486
174    	1508
175    	1459
176    	1403
177    	1399
178    	1389
179    	1307
180    	1339
181    	1193
182    	1203
183    	1117
184    	1159
185    	1065
186    	1084
187    	975
188    	986
189    	992
190    	917
191    	956
192    	957
193    	913
194    	921
195    	899
196    	942
197    	908
198    	912
199    	933
200    	834
201    	898
202    	878
203    	870
204    	900
205    	826
206    	764
207    	838
208    	862
209    	836
210    	885
211    	910
212    	1018
213    	1140
214    	1362
215    	1565
216    	1734
217    	1889
218    	2159
219    	2288
220    	2493
221    	2634
222    	2722
223    	2730
224    	2767
225    	2507
226    	2376
227    	2156
228    	1861
229    	1663
230    	1296
231    	1128
232    	856
233    	695
234    	593
235    	466
236    	428
237    	378
238    	393
239    	396
240    	488
241    	621
242    	691
243    	830
244    	998
245    	1178
246    	1280
247    	1476
248    	1568
249    	1778
250    	1971
251    	2029
252    	2077
253    	2013
254    	1991
255    	1976
256    	1806
257    	1567
258    	1426
259    	1223
260    	1096
261    	877
262    	638
263    	558
264    	429
265    	290
266    	231
267    	150
268    	126
269    	84
270    	58
271    	56
272    	46
273    	34
274    	43
275    	28
276    	24
277    	42
278    	16
279    	28
280    	24
281    	23
282    	30
283    	25
284    	29
285    	18
286    	32
287    	33
288    	18
289    	20
290    	13
291    	26
292    	25
293    	25
294    	23
295    	29
296    	27
297    	28
298    	25
299    	36
300    	25
301    	22
302    	26
303    	18
304    	21
305    	26
306    	16
307    	22
308    	15
309    	23
310    	26
311    	15
312    	22
313    	15
314    	15
315    	18
316    	16
317    	18
318    	16
319    	23
320    	23
321    	18
322    	20
323    	23
324    	27
325    	19
326    	18
327    	22
328    	19
329    	19
330    	18
331    	17
332    	15
333    	22
334    	21
335    	16
336    	19
337    	25
338    	13
339    	21
340    	14
341    	18
342    	18
343    	11
344    	11
345    	15
346    	17
347    	10
348    	13
349    	14
350    	17
351    	18
352    	19
353    	9
354    	15
355    	13
356    	8
357    	16
358    	12
359    	9
360    	18
361    	10
362    	15
363    	10
364    	23
365    	10
366    	20
367    	13
368    	14
369    	11
370    	17
371    	14
372    	10
373    	16
374    	15
375    	13
376    	15
377    	14
378    	13
379    	12
380    	9
381    	11
382    	14
383    	11
384    	18
385    	8
386    	12
387    	15
388    	9
389    	8
390    	9
391    	6
392    	5
393    	11
394    	7
395    	13
396    	16
397    	15
398    	10
399    	8
400    	10
401    	8
402    	10
403    	11
404    	14
405    	14
406    	10
407    	14
408    	12
409    	7
410    	11
411    	11
412    	6
413    	10
414    	10
415    	10
416    	8
417    	8
418    	9
419    	17
420    	18
421    	9
422    	16
423    	14
424    	16
425    	9
426    	4
427    	11
428    	12
429    	9
430    	8
431    	8
432    	10
433    	7
434    	10
435    	7
436    	9
437    	7
438    	6
439    	6
440    	8
441    	2
442    	3
443    	6
444    	3
445    	5
446    	7
447    	6
448    	7
449    	2
450    	7
451    	4
452    	3
453    	4
454    	3
455    	1
456    	2
457    	4
458    	3
459    	2
460    	4
461    	0
462    	3
463    	3
464    	5
465    	9
466    	8
467    	8
468    	3
469    	11
470    	10
471    	11
472    	7
473    	10
474    	6
475    	6
476    	12
477    	13
478    	11
479    	12
480    	11
481    	8
482    	9
483    	7
484    	8
485    	8
486    	3
487    	3
488    	7
489    	8
490    	5
491    	4
492    	4
493    	7
494    	2
495    	1
496    	1
497    	2
498    	2
499    	2
500    	0
501    	1
502    	0
503    	1
504    	0
505    	1
506    	0
507    	0
508    	0
509    	2
510    	0
511    	0
512    	1
513    	0
514    	0
515    	0
516    	0
517    	0
518    	0
519    	0
520    	0
521    	1
522    	0
523    	0
524    	0
525    	0
526    	0
527    	0
528    	1
529    	0
530    	0
531    	0
532    	0
533    	0
534    	0
535    	0
536    	0
537    	0
538    	0
539    	0
540    	0
541    	0
542    	0
543    	0
544    	0
545    	0
546    	0
547    	0
548    	0
549    	0
550    	0
551    	0
552    	0
553    	1
554    	0
555    	0
556    	0
557    	0
558    	0
559    	0
560    	0
561    	1
562    	0
563    	0
564    	0
565    	0
566    	0
567    	0
568    	1
569    	0
570    	0
571    	0
572    	1
573    	0
574    	0
575    	0
576    	1
577    	0
578    	0
579    	0
580    	0
581    	0
582    	0
583    	1
584    	0
585    	0
586    	0
587    	0
588    	0
589    	0
590    	0
591    	1
592    	0
593    	0
594    	0
595    	0
596    	0
597    	0
598    	0
599    	0
600    	0
601    	0
602    	0
603    	0
604    	0
605    	1
606    	0
607    	0
608    	0
609    	0
610    	0
611    	0
612    	0
613    	0
614    	0
615    	1
616    	1
617    	0
618    	1
619    	0
620    	0
621    	0
622    	0
623    	0
624    	0
625    	0
626    	0
627    	0
628    	0
629    	0
630    	0
631    	0
632    	0
633    	0
634    	0
635    	0
636    	0
637    	0
638    	0
639    	0
640    	0
641    	0
642    	0
643    	0
644    	0
645    	0
646    	0
647    	0
648    	0
649    	0
650    	1
651    	0
652    	0
653    	0
654    	0
655    	0
656    	0
657    	0
658    	0
659    	0
660    	0
661    	0
662    	0
663    	0
664    	0
665    	0
666    	0
667    	0
668    	0
669    	0
670    	0
671    	0
672    	0
673    	0
674    	0
675    	0
676    	0
677    	0
678    	0
679    	0
680    	0
681    	0
682    	0
683    	0
684    	0
685    	0
686    	0
687    	0
688    	0
689    	0
690    	0
691    	0
692    	0
693    	0
694    	0
695    	0
696    	0
697    	0
698    	0
699    	0
700    	0
701    	0
702    	0
703    	0
704    	0
705    	0
706    	0
707    	0
708    	0
709    	0
710    	0
711    	0
712    	0
713    	0
714    	0
715    	0
716    	0
717    	0
718    	0
719    	0
720    	0
721    	0
722    	0
723    	0
724    	0
725    	0
726    	0
727    	0
728    	0
729    	0
730    	0
731    	0
732    	0
733    	0
734    	0
735    	0
736    	0
737    	0
738    	0
739    	0
740    	1
741    	0
742    	0
743    	0
744    	0
745    	0
746    	0
747    	0
748    	0
749    	0
750    	0
751    	0
752    	0
753    	0
754    	0
755    	0
756    	0
757    	0
758    	0
759    	0
760    	0
761    	0
762    	0
763    	0
764    	0
765    	0
766    	0
767    	0
768    	0
769    	0
770    	0
771    	0
772    	0
773    	0
774    	0
775    	0
776    	0
777    	0
778    	0
779    	0
780    	0
781    	0
782    	0
783    	0
784    	1
785    	0
786    	0
787    	0
788    	0
789    	0
790    	0
791    	0
792    	0
793    	0
794    	0
795    	0
796    	0
797    	0
798    	0
799    	0
800    	0
801    	0
802    	0
803    	0
804    	0
805    	0
806    	0
807    	0
808    	0
809    	0
810    	0
811    	0
812    	0
813    	0
814    	0
815    	0
816    	0
817    	0
818    	0
819    	0
820    	0
821    	0
822    	0
823    	0
824    	0
825    	0
826    	0
827    	0
828    	0
829    	0
830    	0
831    	0
832    	0
833    	0
834    	0
835    	0
836    	0
837    	0
838    	0
839    	0
840    	0
841    	0
842    	0
843    	0
844    	0
845    	0
846    	0
847    	0
848    	0
849    	0
850    	0
851    	0
852    	0
853    	0
854    	0
855    	0
856    	0
857    	0
858    	0
859    	0
860    	0
861    	0
862    	0
863    	0
864    	0
865    	0
866    	0
867    	0
868    	0
869    	0
870    	0
871    	0
872    	0
873    	0
874    	0
875    	0
876    	0
877    	0
878    	0
879    	0
880    	0
881    	0
882    	0
883    	1
884    	0
885    	0
886    	0
887    	0
888    	0
889    	0
890    	0
891    	0
892    	0
893    	0
894    	0
895    	0
896    	0
897    	0
898    	0
899    	0
900    	0
901    	0
902    	0
903    	0
904    	0
905    	0
906    	0
907    	0
908    	0
909    	0
910    	0
911    	0
912    	1
913    	0
914    	0
915    	0
916    	0
917    	0
918    	0
919    	0
920    	0
921    	0
922    	0
923    	0
924    	0
925    	0
926    	0
927    	0
928    	0
929    	0
930    	0
931    	0
932    	0
933    	0
934    	0
935    	0
936    	0
937    	0
938    	1
939    	0
940    	0
941    	0
942    	0
943    	0
944    	0
945    	0
946    	0
947    	0
948    	0
949    	0
950    	0
951    	0
952    	0
953    	0
954    	0
955    	0
956    	0
957    	0
958    	0
959    	1
960    	0
961    	0
962    	0
963    	0
964    	0
965    	0
966    	0
967    	0
968    	0
969    	0
970    	1
971    	0
972    	0
973    	0
974    	0
975    	0
976    	0
977    	0
978    	0
979    	0
980    	0
