User      	: DESKTOP-BLOIBBU
File Name 	: -----
Real Time 	: 300 Sec
Live Time 	: 297.420 Sec
Dead Time 	: 2.580 Sec
Date      	: 18-09-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	1423
5      	3025
6      	3944
7      	2874
8      	1348
9      	836
10     	737
11     	688
12     	666
13     	618
14     	648
15     	656
16     	704
17     	680
18     	735
19     	863
20     	979
21     	889
22     	768
23     	625
24     	563
25     	551
26     	585
27     	585
28     	563
29     	561
30     	545
31     	560
32     	574
33     	515
34     	564
35     	548
36     	588
37     	546
38     	625
39     	631
40     	690
41     	718
42     	712
43     	793
44     	761
45     	683
46     	691
47     	642
48     	652
49     	681
50     	672
51     	582
52     	550
53     	519
54     	538
55     	510
56     	542
57     	538
58     	562
59     	528
60     	529
61     	544
62     	553
63     	576
64     	592
65     	613
66     	518
67     	543
68     	539
69     	534
70     	524
71     	564
72     	571
73     	597
74     	574
75     	608
76     	546
77     	589
78     	595
79     	573
80     	586
81     	609
82     	583
83     	602
84     	600
85     	603
86     	636
87     	532
88     	612
89     	598
90     	579
91     	661
92     	603
93     	580
94     	604
95     	596
96     	597
97     	574
98     	601
99     	632
100    	633
101    	602
102    	579
103    	640
104    	613
105    	601
106    	628
107    	660
108    	686
109    	653
110    	712
111    	740
112    	808
113    	755
114    	762
115    	817
116    	863
117    	863
118    	878
119    	921
120    	950
121    	949
122    	964
123    	937
124    	946
125    	995
126    	933
127    	925
128    	953
129    	925
130    	1015
131    	961
132    	906
133    	883
134    	855
135    	872
136    	884
137    	895
138    	862
139    	859
140    	834
141    	799
142    	786
143    	804
144    	790
145    	788
146    	746
147    	780
148    	741
149    	776
150    	721
151    	692
152    	769
153    	703
154    	707
155    	667
156    	717
157    	690
158    	654
159    	649
160    	654
161    	646
162    	638
163    	635
164    	648
165    	649
166    	632
167    	647
168    	646
169    	625
170    	636
171    	594
172    	557
173    	587
174    	579
175    	554
176    	564
177    	562
178    	553
179    	576
180    	534
181    	557
182    	539
183    	529
184    	552
185    	538
186    	547
187    	532
188    	531
189    	523
190    	561
191    	522
192    	523
193    	516
194    	489
195    	478
196    	491
197    	515
198    	496
199    	500
200    	482
201    	458
202    	509
203    	553
204    	478
205    	486
206    	484
207    	487
208    	481
209    	484
210    	486
211    	485
212    	481
213    	447
214    	470
215    	452
216    	494
217    	483
218    	439
219    	492
220    	461
221    	460
222    	457
223    	473
224    	453
225    	465
226    	433
227    	469
228    	483
229    	470
230    	476
231    	435
232    	438
233    	461
234    	452
235    	452
236    	470
237    	406
238    	452
239    	463
240    	490
241    	451
242    	433
243    	453
244    	453
245    	444
246    	446
247    	416
248    	440
249    	430
250    	424
251    	440
252    	471
253    	458
254    	442
255    	437
256    	433
257    	455
258    	428
259    	455
260    	444
261    	465
262    	464
263    	453
264    	429
265    	432
266    	469
267    	431
268    	430
269    	502
270    	422
271    	417
272    	490
273    	452
274    	455
275    	430
276    	447
277    	464
278    	438
279    	447
280    	450
281    	417
282    	498
283    	439
284    	413
285    	456
286    	417
287    	415
288    	435
289    	462
290    	489
291    	401
292    	438
293    	443
294    	433
295    	443
296    	379
297    	443
298    	433
299    	445
300    	435
301    	471
302    	422
303    	415
304    	425
305    	424
306    	392
307    	459
308    	444
309    	397
310    	399
311    	422
312    	442
313    	444
314    	429
315    	423
316    	449
317    	401
318    	432
319    	406
320    	433
321    	396
322    	434
323    	403
324    	426
325    	417
326    	456
327    	423
328    	450
329    	456
330    	417
331    	425
332    	417
333    	430
334    	411
335    	399
336    	401
337    	452
338    	439
339    	418
340    	462
341    	423
342    	397
343    	443
344    	439
345    	422
346    	422
347    	417
348    	401
349    	437
350    	419
351    	421
352    	420
353    	431
354    	386
355    	442
356    	413
357    	424
358    	434
359    	457
360    	415
361    	422
362    	461
363    	437
364    	459
365    	425
366    	437
367    	473
368    	458
369    	424
370    	471
371    	428
372    	427
373    	425
374    	437
375    	440
376    	445
377    	467
378    	455
379    	445
380    	429
381    	393
382    	466
383    	462
384    	445
385    	463
386    	407
387    	457
388    	470
389    	465
390    	405
391    	441
392    	437
393    	433
394    	480
395    	452
396    	422
397    	468
398    	500
399    	442
400    	428
401    	494
402    	451
403    	463
404    	443
405    	435
406    	470
407    	478
408    	477
409    	484
410    	480
411    	461
412    	454
413    	454
414    	475
415    	472
416    	483
417    	460
418    	483
419    	458
420    	463
421    	463
422    	436
423    	478
424    	550
425    	503
426    	491
427    	478
428    	532
429    	539
430    	496
431    	500
432    	491
433    	502
434    	511
435    	524
436    	542
437    	512
438    	526
439    	500
440    	538
441    	547
442    	498
443    	511
444    	510
445    	503
446    	511
447    	505
448    	536
449    	514
450    	530
451    	513
452    	523
453    	543
454    	542
455    	560
456    	532
457    	558
458    	526
459    	539
460    	534
461    	489
462    	521
463    	575
464    	512
465    	555
466    	540
467    	549
468    	561
469    	551
470    	550
471    	537
472    	546
473    	556
474    	519
475    	527
476    	521
477    	534
478    	531
479    	541
480    	526
481    	492
482    	553
483    	508
484    	516
485    	519
486    	521
487    	523
488    	550
489    	500
490    	497
491    	489
492    	451
493    	472
494    	421
495    	480
496    	445
497    	444
498    	428
499    	432
500    	433
501    	414
502    	426
503    	410
504    	390
505    	462
506    	397
507    	435
508    	399
509    	394
510    	384
511    	391
512    	401
513    	346
514    	373
515    	367
516    	348
517    	401
518    	373
519    	319
520    	379
521    	377
522    	340
523    	354
524    	358
525    	317
526    	321
527    	377
528    	315
529    	359
530    	336
531    	316
532    	340
533    	324
534    	338
535    	326
536    	347
537    	354
538    	330
539    	345
540    	330
541    	346
542    	339
543    	312
544    	340
545    	367
546    	347
547    	356
548    	337
549    	309
550    	334
551    	325
552    	302
553    	323
554    	323
555    	276
556    	343
557    	335
558    	343
559    	299
560    	285
561    	319
562    	315
563    	330
564    	295
565    	272
566    	311
567    	318
568    	315
569    	297
570    	271
571    	299
572    	292
573    	300
574    	323
575    	322
576    	280
577    	335
578    	329
579    	329
580    	311
581    	361
582    	347
583    	370
584    	414
585    	396
586    	431
587    	401
588    	427
589    	467
590    	485
591    	549
592    	579
593    	601
594    	581
595    	599
596    	664
597    	763
598    	741
599    	764
600    	830
601    	803
602    	863
603    	909
604    	909
605    	951
606    	1056
607    	967
608    	1067
609    	984
610    	1069
611    	1063
612    	1014
613    	1058
614    	1039
615    	1034
616    	1006
617    	1009
618    	1000
619    	1015
620    	919
621    	868
622    	821
623    	820
624    	782
625    	828
626    	700
627    	703
628    	642
629    	612
630    	597
631    	525
632    	532
633    	456
634    	409
635    	390
636    	336
637    	292
638    	282
639    	261
640    	234
641    	203
642    	199
643    	177
644    	138
645    	151
646    	142
647    	134
648    	144
649    	122
650    	125
651    	130
652    	113
653    	116
654    	129
655    	119
656    	147
657    	128
658    	157
659    	162
660    	148
661    	210
662    	208
663    	173
664    	215
665    	266
666    	266
667    	264
668    	290
669    	274
670    	330
671    	341
672    	373
673    	398
674    	407
675    	435
676    	477
677    	542
678    	537
679    	546
680    	599
681    	599
682    	637
683    	694
684    	713
685    	690
686    	746
687    	704
688    	797
689    	761
690    	726
691    	832
692    	810
693    	734
694    	803
695    	807
696    	767
697    	755
698    	779
699    	710
700    	696
701    	751
702    	720
703    	667
704    	670
705    	565
706    	604
707    	560
708    	575
709    	532
710    	485
711    	463
712    	429
713    	423
714    	336
715    	372
716    	309
717    	319
718    	228
719    	259
720    	215
721    	215
722    	181
723    	166
724    	147
725    	136
726    	120
727    	116
728    	83
729    	71
730    	55
731    	81
732    	53
733    	43
734    	45
735    	39
736    	46
737    	32
738    	27
739    	26
740    	20
741    	23
742    	17
743    	23
744    	15
745    	15
746    	11
747    	10
748    	15
749    	16
750    	15
751    	11
752    	13
753    	10
754    	6
755    	7
756    	15
757    	15
758    	7
759    	15
760    	15
761    	12
762    	9
763    	16
764    	11
765    	5
766    	12
767    	8
768    	6
769    	10
770    	12
771    	9
772    	4
773    	11
774    	10
775    	12
776    	5
777    	21
778    	9
779    	14
780    	6
781    	11
782    	15
783    	5
784    	12
785    	6
786    	9
787    	17
788    	10
789    	8
790    	10
791    	9
792    	15
793    	4
794    	7
795    	10
796    	14
797    	7
798    	8
799    	14
800    	11
801    	7
802    	6
803    	11
804    	9
805    	7
806    	8
807    	12
808    	9
809    	5
810    	10
811    	9
812    	13
813    	9
814    	12
815    	13
816    	6
817    	7
818    	4
819    	8
820    	12
821    	9
822    	7
823    	6
824    	6
825    	6
826    	9
827    	8
828    	6
829    	9
830    	6
831    	10
832    	7
833    	9
834    	9
835    	14
836    	9
837    	11
838    	4
839    	11
840    	4
841    	11
842    	6
843    	10
844    	9
845    	10
846    	5
847    	10
848    	8
849    	7
850    	5
851    	5
852    	12
853    	4
854    	9
855    	12
856    	10
857    	15
858    	5
859    	6
860    	7
861    	2
862    	10
863    	10
864    	5
865    	10
866    	8
867    	5
868    	11
869    	10
870    	7
871    	8
872    	8
873    	7
874    	6
875    	6
876    	9
877    	7
878    	7
879    	9
880    	6
881    	7
882    	3
883    	6
884    	4
885    	4
886    	11
887    	8
888    	10
889    	8
890    	3
891    	11
892    	2
893    	12
894    	8
895    	9
896    	6
897    	7
898    	9
899    	4
900    	8
901    	2
902    	4
903    	7
904    	8
905    	6
906    	15
907    	5
908    	7
909    	9
910    	3
911    	5
912    	6
913    	5
914    	8
915    	7
916    	4
917    	4
918    	5
919    	13
920    	5
921    	5
922    	6
923    	11
924    	5
925    	5
926    	5
927    	11
928    	5
929    	3
930    	7
931    	5
932    	5
933    	8
934    	6
935    	6
936    	8
937    	3
938    	3
939    	8
940    	5
941    	6
942    	12
943    	8
944    	11
945    	6
946    	6
947    	8
948    	7
949    	6
950    	6
951    	4
952    	2
953    	6
954    	2
955    	2
956    	9
957    	6
958    	6
959    	6
960    	6
961    	5
962    	10
963    	3
964    	11
965    	6
966    	8
967    	2
968    	3
969    	6
970    	6
971    	5
972    	8
973    	7
974    	2
975    	5
976    	5
977    	7
978    	5
979    	7
980    	7
981    	5
982    	6
983    	7
984    	8
985    	7
986    	5
987    	10
988    	8
989    	5
990    	5
991    	8
992    	5
993    	9
994    	6
995    	6
996    	4
997    	5
998    	8
999    	4
1000   	4
1001   	5
1002   	2
1003   	5
1004   	5
1005   	5
1006   	2
1007   	8
1008   	8
1009   	4
1010   	1
1011   	7
1012   	3
1013   	2
1014   	3
1015   	9
1016   	3
