User      	: DESKTOP-BLOIBBU
File Name 	: -----
Real Time 	: 300 Sec
Live Time 	: 297.793 Sec
Dead Time 	: 2.207 Sec
Date      	: 18-09-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	814
5      	1458
6      	1661
7      	978
8      	727
9      	620
10     	662
11     	652
12     	621
13     	612
14     	658
15     	675
16     	687
17     	699
18     	661
19     	753
20     	717
21     	778
22     	677
23     	638
24     	635
25     	614
26     	632
27     	632
28     	682
29     	710
30     	695
31     	745
32     	710
33     	781
34     	824
35     	854
36     	846
37     	843
38     	828
39     	791
40     	798
41     	709
42     	769
43     	678
44     	706
45     	682
46     	681
47     	596
48     	645
49     	601
50     	627
51     	641
52     	604
53     	695
54     	642
55     	666
56     	618
57     	592
58     	660
59     	664
60     	659
61     	669
62     	688
63     	678
64     	674
65     	646
66     	667
67     	691
68     	672
69     	674
70     	691
71     	668
72     	691
73     	679
74     	720
75     	672
76     	725
77     	709
78     	687
79     	707
80     	683
81     	675
82     	711
83     	729
84     	765
85     	708
86     	714
87     	703
88     	724
89     	782
90     	762
91     	758
92     	832
93     	804
94     	836
95     	871
96     	919
97     	958
98     	969
99     	1011
100    	1080
101    	1117
102    	1106
103    	1165
104    	1178
105    	1207
106    	1136
107    	1074
108    	1114
109    	1082
110    	1066
111    	1104
112    	1094
113    	1090
114    	1078
115    	1020
116    	1067
117    	998
118    	1051
119    	942
120    	952
121    	914
122    	888
123    	971
124    	882
125    	922
126    	835
127    	836
128    	904
129    	847
130    	881
131    	849
132    	781
133    	762
134    	748
135    	785
136    	784
137    	762
138    	751
139    	756
140    	729
141    	680
142    	748
143    	726
144    	701
145    	713
146    	702
147    	673
148    	732
149    	645
150    	697
151    	662
152    	624
153    	632
154    	642
155    	665
156    	676
157    	676
158    	603
159    	610
160    	642
161    	592
162    	640
163    	601
164    	588
165    	593
166    	544
167    	587
168    	583
169    	571
170    	612
171    	573
172    	559
173    	559
174    	587
175    	527
176    	628
177    	567
178    	559
179    	571
180    	595
181    	526
182    	584
183    	532
184    	544
185    	512
186    	559
187    	533
188    	562
189    	551
190    	532
191    	570
192    	573
193    	504
194    	543
195    	524
196    	518
197    	522
198    	517
199    	528
200    	536
201    	588
202    	524
203    	512
204    	510
205    	538
206    	482
207    	565
208    	519
209    	497
210    	542
211    	528
212    	516
213    	514
214    	564
215    	515
216    	485
217    	506
218    	496
219    	546
220    	516
221    	513
222    	494
223    	536
224    	500
225    	496
226    	534
227    	486
228    	555
229    	511
230    	502
231    	513
232    	519
233    	509
234    	524
235    	523
236    	470
237    	490
238    	514
239    	542
240    	512
241    	525
242    	532
243    	496
244    	514
245    	522
246    	525
247    	504
248    	520
249    	524
250    	506
251    	511
252    	501
253    	518
254    	501
255    	495
256    	505
257    	505
258    	466
259    	505
260    	514
261    	512
262    	478
263    	501
264    	452
265    	516
266    	555
267    	528
268    	495
269    	469
270    	451
271    	523
272    	487
273    	475
274    	485
275    	516
276    	497
277    	506
278    	489
279    	471
280    	496
281    	497
282    	488
283    	508
284    	499
285    	462
286    	503
287    	522
288    	506
289    	544
290    	502
291    	505
292    	498
293    	550
294    	509
295    	493
296    	528
297    	462
298    	501
299    	537
300    	479
301    	539
302    	526
303    	534
304    	531
305    	566
306    	542
307    	488
308    	530
309    	507
310    	542
311    	553
312    	540
313    	526
314    	476
315    	556
316    	524
317    	548
318    	506
319    	528
320    	528
321    	517
322    	575
323    	547
324    	505
325    	511
326    	530
327    	536
328    	542
329    	492
330    	496
331    	496
332    	508
333    	530
334    	525
335    	540
336    	534
337    	572
338    	528
339    	517
340    	548
341    	550
342    	518
343    	569
344    	533
345    	552
346    	548
347    	598
348    	587
349    	504
350    	572
351    	586
352    	568
353    	539
354    	557
355    	546
356    	579
357    	544
358    	591
359    	607
360    	566
361    	600
362    	601
363    	549
364    	605
365    	588
366    	607
367    	566
368    	617
369    	648
370    	614
371    	612
372    	613
373    	606
374    	606
375    	605
376    	609
377    	617
378    	643
379    	625
380    	610
381    	614
382    	631
383    	621
384    	650
385    	636
386    	639
387    	631
388    	623
389    	642
390    	642
391    	630
392    	670
393    	664
394    	687
395    	641
396    	619
397    	629
398    	652
399    	639
400    	616
401    	614
402    	624
403    	644
404    	659
405    	588
406    	684
407    	609
408    	654
409    	673
410    	635
411    	636
412    	587
413    	622
414    	596
415    	539
416    	555
417    	559
418    	585
419    	581
420    	576
421    	532
422    	548
423    	537
424    	507
425    	504
426    	505
427    	484
428    	513
429    	475
430    	426
431    	441
432    	441
433    	469
434    	476
435    	452
436    	419
437    	414
438    	424
439    	481
440    	412
441    	398
442    	441
443    	423
444    	412
445    	395
446    	420
447    	419
448    	371
449    	376
450    	413
451    	430
452    	392
453    	392
454    	396
455    	380
456    	429
457    	423
458    	383
459    	372
460    	388
461    	376
462    	403
463    	413
464    	364
465    	375
466    	403
467    	353
468    	400
469    	387
470    	380
471    	372
472    	383
473    	389
474    	389
475    	366
476    	390
477    	355
478    	342
479    	383
480    	322
481    	325
482    	353
483    	354
484    	360
485    	337
486    	324
487    	349
488    	346
489    	367
490    	302
491    	380
492    	385
493    	431
494    	397
495    	450
496    	481
497    	484
498    	467
499    	542
500    	563
501    	585
502    	573
503    	642
504    	701
505    	769
506    	784
507    	854
508    	867
509    	904
510    	1036
511    	927
512    	1066
513    	1058
514    	1118
515    	1138
516    	1231
517    	1157
518    	1251
519    	1262
520    	1195
521    	1212
522    	1226
523    	1237
524    	1194
525    	1129
526    	1079
527    	1065
528    	1061
529    	971
530    	876
531    	869
532    	829
533    	757
534    	696
535    	649
536    	627
537    	561
538    	556
539    	472
540    	436
541    	393
542    	335
543    	305
544    	304
545    	245
546    	247
547    	233
548    	173
549    	172
550    	161
551    	138
552    	165
553    	148
554    	144
555    	155
556    	148
557    	158
558    	185
559    	182
560    	183
561    	199
562    	234
563    	223
564    	265
565    	293
566    	304
567    	338
568    	355
569    	383
570    	444
571    	479
572    	484
573    	534
574    	557
575    	552
576    	649
577    	654
578    	711
579    	694
580    	728
581    	823
582    	833
583    	871
584    	868
585    	884
586    	897
587    	924
588    	862
589    	880
590    	959
591    	879
592    	954
593    	897
594    	896
595    	804
596    	799
597    	791
598    	748
599    	784
600    	714
601    	657
602    	636
603    	576
604    	562
605    	518
606    	484
607    	419
608    	407
609    	366
610    	371
611    	270
612    	286
613    	221
614    	220
615    	177
616    	164
617    	126
618    	114
619    	94
620    	83
621    	80
622    	73
623    	72
624    	50
625    	59
626    	40
627    	34
628    	33
629    	26
630    	24
631    	21
632    	18
633    	18
634    	15
635    	17
636    	21
637    	15
638    	18
639    	17
640    	8
641    	13
642    	13
643    	17
644    	14
645    	6
646    	10
647    	15
648    	15
649    	9
650    	10
651    	16
652    	17
653    	11
654    	11
655    	15
656    	12
657    	19
658    	18
659    	12
660    	14
661    	4
662    	15
663    	17
664    	10
665    	12
666    	12
667    	13
668    	15
669    	13
670    	11
671    	8
672    	8
673    	6
674    	10
675    	12
676    	6
677    	13
678    	12
679    	16
680    	13
681    	13
682    	7
683    	10
684    	13
685    	10
686    	8
687    	10
688    	15
689    	14
690    	9
691    	8
692    	12
693    	14
694    	12
695    	9
696    	4
697    	6
698    	7
699    	11
700    	11
701    	14
702    	15
703    	10
704    	11
705    	9
706    	9
707    	8
708    	9
709    	13
710    	8
711    	17
712    	13
713    	3
714    	7
715    	9
716    	9
717    	7
718    	14
719    	11
720    	12
721    	17
722    	6
723    	8
724    	15
725    	8
726    	9
727    	18
728    	14
729    	6
730    	6
731    	7
732    	8
733    	14
734    	14
735    	10
736    	7
737    	12
738    	12
739    	7
740    	9
741    	10
742    	7
743    	3
744    	7
745    	10
746    	6
747    	10
748    	7
749    	8
750    	11
751    	10
752    	8
753    	7
754    	7
755    	9
756    	4
757    	6
758    	7
759    	14
760    	11
761    	8
762    	6
763    	7
764    	7
765    	3
766    	15
767    	9
768    	7
769    	7
770    	7
771    	7
772    	6
773    	15
774    	7
775    	5
776    	1
777    	5
778    	5
779    	13
780    	4
781    	6
782    	10
783    	8
784    	7
785    	7
786    	5
787    	10
788    	5
789    	7
790    	10
791    	10
792    	4
793    	10
794    	8
795    	4
796    	7
797    	7
798    	10
799    	10
800    	6
801    	4
802    	2
803    	5
804    	8
805    	7
806    	9
807    	5
808    	6
809    	6
810    	7
811    	8
812    	5
813    	2
814    	4
815    	9
816    	10
817    	1
818    	9
819    	7
820    	9
821    	5
822    	4
823    	9
824    	6
825    	7
826    	6
827    	3
828    	6
829    	6
830    	4
831    	5
832    	13
833    	10
834    	5
835    	4
836    	6
837    	9
838    	7
839    	3
840    	3
841    	4
842    	8
843    	11
844    	8
845    	7
846    	3
847    	3
848    	6
849    	9
850    	4
851    	7
852    	6
853    	11
854    	8
855    	6
856    	7
857    	6
858    	8
859    	4
860    	5
861    	11
862    	5
863    	8
864    	10
865    	6
866    	4
867    	4
868    	3
869    	15
870    	5
871    	5
872    	7
873    	9
874    	7
875    	5
876    	9
877    	11
878    	7
879    	3
880    	3
881    	3
882    	3
883    	9
884    	7
885    	6
886    	5
887    	4
888    	5
889    	4
890    	5
891    	5
892    	5
893    	6
894    	3
895    	6
896    	8
897    	9
898    	5
899    	6
900    	4
901    	4
902    	7
903    	4
904    	2
905    	5
906    	3
907    	6
908    	5
909    	8
910    	3
911    	7
912    	4
913    	1
914    	5
915    	1
916    	3
917    	4
918    	7
919    	7
920    	6
921    	7
922    	5
923    	6
924    	4
925    	4
926    	4
927    	3
928    	5
929    	3
930    	2
931    	2
932    	7
933    	4
934    	7
935    	5
936    	5
937    	5
938    	1
939    	9
940    	8
941    	2
942    	5
943    	3
944    	4
945    	4
946    	5
947    	5
948    	3
949    	5
950    	6
951    	3
952    	7
953    	6
954    	3
955    	3
956    	4
957    	3
958    	7
959    	1
960    	4
961    	7
962    	3
963    	4
964    	10
965    	4
966    	5
967    	6
968    	5
969    	4
970    	0
971    	1
972    	4
973    	2
974    	12
975    	4
976    	6
977    	6
978    	3
979    	9
980    	6
981    	4
982    	5
983    	2
984    	5
985    	6
986    	9
987    	2
988    	7
989    	7
990    	6
991    	5
992    	7
993    	7
994    	7
995    	7
996    	4
997    	5
998    	7
999    	1
1000   	3
1001   	3
1002   	5
1003   	4
1004   	5
1005   	4
1006   	4
1007   	1
1008   	5
1009   	1
1010   	2
1011   	2
1012   	8
1013   	6
