User      	: DESKTOP-BLOIBBU
File Name 	: -----
Real Time 	: 300 Sec
Live Time 	: 298.625 Sec
Dead Time 	: 1.375 Sec
Date      	: 18-09-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	685
5      	726
6      	815
7      	886
8      	979
9      	998
10     	967
11     	1027
12     	1045
13     	998
14     	1012
15     	958
16     	1015
17     	1057
18     	1087
19     	1212
20     	1290
21     	1325
22     	1249
23     	1238
24     	1227
25     	1216
26     	1096
27     	1092
28     	1035
29     	1013
30     	1006
31     	1020
32     	1021
33     	1034
34     	994
35     	1050
36     	1074
37     	1032
38     	1098
39     	1081
40     	1108
41     	1107
42     	1128
43     	1177
44     	1131
45     	1095
46     	1122
47     	1097
48     	1144
49     	1127
50     	1142
51     	1170
52     	1205
53     	1161
54     	1200
55     	1259
56     	1225
57     	1329
58     	1405
59     	1488
60     	1529
61     	1709
62     	1749
63     	1812
64     	1797
65     	1823
66     	1895
67     	1812
68     	1766
69     	1787
70     	1664
71     	1627
72     	1620
73     	1581
74     	1509
75     	1519
76     	1516
77     	1409
78     	1403
79     	1349
80     	1441
81     	1240
82     	1254
83     	1263
84     	1200
85     	1215
86     	1231
87     	1222
88     	1062
89     	1106
90     	1081
91     	1074
92     	1068
93     	1078
94     	1025
95     	1052
96     	1013
97     	988
98     	998
99     	981
100    	973
101    	969
102    	937
103    	939
104    	989
105    	927
106    	951
107    	889
108    	944
109    	932
110    	918
111    	944
112    	894
113    	850
114    	864
115    	860
116    	928
117    	875
118    	867
119    	900
120    	872
121    	850
122    	825
123    	745
124    	816
125    	853
126    	915
127    	812
128    	860
129    	861
130    	867
131    	841
132    	835
133    	858
134    	837
135    	839
136    	804
137    	837
138    	822
139    	802
140    	832
141    	878
142    	822
143    	864
144    	871
145    	801
146    	862
147    	857
148    	791
149    	856
150    	822
151    	793
152    	869
153    	816
154    	805
155    	835
156    	780
157    	886
158    	806
159    	788
160    	819
161    	867
162    	808
163    	832
164    	804
165    	799
166    	825
167    	820
168    	840
169    	836
170    	860
171    	861
172    	871
173    	809
174    	801
175    	813
176    	834
177    	839
178    	826
179    	831
180    	847
181    	773
182    	797
183    	800
184    	836
185    	819
186    	801
187    	784
188    	823
189    	792
190    	793
191    	793
192    	821
193    	855
194    	815
195    	804
196    	829
197    	926
198    	849
199    	891
200    	846
201    	882
202    	829
203    	882
204    	772
205    	845
206    	877
207    	854
208    	898
209    	855
210    	893
211    	883
212    	844
213    	873
214    	852
215    	866
216    	961
217    	898
218    	908
219    	918
220    	921
221    	976
222    	884
223    	909
224    	966
225    	935
226    	982
227    	852
228    	924
229    	967
230    	896
231    	967
232    	972
233    	967
234    	896
235    	977
236    	1080
237    	998
238    	925
239    	1058
240    	1044
241    	982
242    	1035
243    	1028
244    	993
245    	998
246    	1033
247    	1031
248    	1068
249    	1031
250    	1039
251    	1047
252    	1034
253    	993
254    	1022
255    	998
256    	950
257    	935
258    	972
259    	933
260    	931
261    	898
262    	864
263    	859
264    	822
265    	813
266    	795
267    	763
268    	732
269    	706
270    	669
271    	716
272    	708
273    	712
274    	674
275    	634
276    	701
277    	641
278    	624
279    	626
280    	620
281    	629
282    	633
283    	617
284    	646
285    	620
286    	653
287    	590
288    	631
289    	679
290    	624
291    	643
292    	608
293    	615
294    	583
295    	580
296    	617
297    	565
298    	536
299    	572
300    	574
301    	535
302    	597
303    	623
304    	538
305    	630
306    	657
307    	722
308    	767
309    	784
310    	879
311    	974
312    	1044
313    	1143
314    	1251
315    	1376
316    	1459
317    	1589
318    	1687
319    	1807
320    	1814
321    	1979
322    	1967
323    	1911
324    	1902
325    	1968
326    	1830
327    	1783
328    	1642
329    	1612
330    	1382
331    	1231
332    	1195
333    	1022
334    	885
335    	736
336    	639
337    	527
338    	468
339    	383
340    	364
341    	300
342    	281
343    	259
344    	226
345    	257
346    	253
347    	305
348    	307
349    	347
350    	441
351    	439
352    	523
353    	564
354    	638
355    	684
356    	791
357    	959
358    	1015
359    	1054
360    	1151
361    	1273
362    	1317
363    	1353
364    	1426
365    	1441
366    	1452
367    	1420
368    	1369
369    	1403
370    	1363
371    	1282
372    	1167
373    	1038
374    	1005
375    	886
376    	869
377    	757
378    	670
379    	515
380    	493
381    	413
382    	304
383    	254
384    	226
385    	170
386    	150
387    	107
388    	99
389    	61
390    	53
391    	52
392    	50
393    	25
394    	24
395    	27
396    	24
397    	32
398    	22
399    	23
400    	20
401    	21
402    	22
403    	23
404    	14
405    	14
406    	18
407    	16
408    	19
409    	8
410    	27
411    	20
412    	7
413    	18
414    	18
415    	18
416    	22
417    	16
418    	22
419    	22
420    	15
421    	12
422    	20
423    	21
424    	19
425    	14
426    	15
427    	17
428    	12
429    	16
430    	7
431    	12
432    	12
433    	10
434    	20
435    	15
436    	17
437    	18
438    	13
439    	14
440    	17
441    	14
442    	9
443    	18
444    	14
445    	11
446    	20
447    	13
448    	10
449    	17
450    	17
451    	10
452    	12
453    	11
454    	9
455    	13
456    	10
457    	15
458    	16
459    	14
460    	11
461    	16
462    	10
463    	16
464    	13
465    	13
466    	9
467    	11
468    	9
469    	21
470    	10
471    	7
472    	9
473    	11
474    	11
475    	9
476    	8
477    	14
478    	13
479    	16
480    	12
481    	12
482    	15
483    	16
484    	11
485    	9
486    	19
487    	11
488    	11
489    	12
490    	11
491    	8
492    	14
493    	14
494    	13
495    	10
496    	11
497    	10
498    	10
499    	6
500    	20
501    	14
502    	14
503    	10
504    	5
505    	20
506    	12
507    	11
508    	9
509    	17
510    	12
511    	12
512    	10
513    	13
514    	6
515    	6
516    	10
517    	11
518    	8
519    	12
520    	14
521    	10
522    	13
523    	8
524    	9
525    	13
526    	4
527    	5
528    	5
529    	10
530    	8
531    	12
532    	19
533    	8
534    	9
535    	7
536    	13
537    	7
538    	10
539    	9
540    	13
541    	9
542    	8
543    	11
544    	9
545    	8
546    	6
547    	7
548    	4
549    	8
550    	9
551    	6
552    	6
553    	10
554    	14
555    	5
556    	8
557    	13
558    	14
559    	8
560    	13
561    	6
562    	14
563    	6
564    	7
565    	4
566    	8
567    	4
568    	9
569    	10
570    	7
571    	7
572    	6
573    	12
574    	7
575    	10
576    	7
577    	8
578    	6
579    	2
580    	7
581    	7
582    	5
583    	3
584    	4
585    	12
586    	11
587    	10
588    	9
589    	7
590    	8
591    	7
592    	7
593    	8
594    	9
595    	6
596    	10
597    	6
598    	8
599    	6
600    	3
601    	7
602    	8
603    	13
604    	12
605    	10
606    	5
607    	8
608    	11
609    	8
610    	9
611    	8
612    	1
613    	7
614    	6
615    	4
616    	5
617    	9
618    	7
619    	5
620    	1
621    	5
622    	7
623    	7
624    	4
625    	8
626    	13
627    	7
628    	5
629    	5
630    	6
631    	2
632    	7
633    	5
634    	5
635    	6
636    	4
637    	4
638    	4
639    	10
640    	5
641    	2
642    	3
643    	2
644    	3
645    	1
646    	1
647    	1
648    	1
649    	5
650    	1
651    	1
652    	3
653    	0
654    	4
655    	1
656    	3
657    	2
658    	2
659    	2
660    	1
661    	4
662    	1
663    	0
664    	3
665    	4
666    	0
667    	2
668    	3
669    	2
670    	2
671    	3
672    	6
673    	3
674    	1
675    	7
676    	4
677    	2
678    	5
679    	5
680    	8
681    	2
682    	3
683    	5
684    	10
685    	6
686    	6
687    	2
688    	12
689    	6
690    	5
691    	6
692    	12
693    	3
694    	6
695    	6
696    	11
697    	12
698    	3
699    	6
700    	5
701    	3
702    	9
703    	5
704    	4
705    	4
706    	6
707    	3
708    	3
709    	2
710    	2
711    	4
712    	1
713    	2
714    	4
715    	3
716    	1
717    	0
718    	0
719    	2
720    	0
721    	0
722    	0
723    	1
724    	3
725    	0
726    	0
727    	2
728    	0
729    	0
730    	1
731    	0
732    	0
733    	0
734    	0
735    	1
736    	0
737    	0
738    	0
739    	1
740    	0
741    	0
742    	0
743    	0
744    	0
745    	0
746    	0
747    	0
748    	0
749    	0
750    	0
751    	0
752    	0
753    	2
754    	0
755    	0
756    	0
757    	0
758    	0
759    	0
760    	0
761    	0
762    	0
763    	0
764    	0
765    	0
766    	0
767    	0
768    	0
769    	0
770    	0
771    	0
772    	0
773    	1
774    	0
775    	0
776    	0
777    	0
778    	0
779    	0
780    	0
781    	1
782    	0
783    	1
784    	0
785    	0
786    	0
787    	0
788    	0
789    	0
790    	0
791    	0
792    	0
793    	0
794    	0
795    	0
796    	0
797    	0
798    	0
799    	0
800    	1
801    	0
802    	0
803    	0
804    	0
805    	0
806    	0
807    	0
808    	0
809    	0
810    	0
811    	0
812    	1
813    	0
814    	0
815    	0
816    	0
817    	0
818    	0
819    	0
820    	0
821    	0
822    	0
823    	0
824    	0
825    	0
826    	0
827    	0
828    	0
829    	0
830    	0
831    	0
832    	0
833    	1
834    	0
835    	0
836    	0
837    	0
838    	0
839    	0
840    	0
841    	0
842    	0
843    	0
844    	0
845    	0
846    	0
847    	0
848    	0
849    	0
850    	0
851    	0
852    	0
853    	0
854    	0
855    	0
856    	0
857    	0
858    	0
859    	0
860    	0
861    	0
862    	0
863    	0
864    	0
865    	0
866    	0
867    	0
868    	0
869    	0
870    	0
871    	1
872    	1
873    	0
874    	0
875    	0
876    	0
877    	1
878    	0
879    	0
880    	0
881    	0
882    	1
883    	0
884    	0
885    	0
886    	0
887    	0
888    	0
889    	0
890    	0
891    	0
892    	0
893    	1
894    	0
895    	1
896    	0
897    	0
898    	0
899    	0
900    	0
901    	0
902    	0
903    	0
904    	0
905    	0
906    	0
907    	0
908    	0
909    	0
910    	0
911    	0
912    	1
913    	0
914    	0
915    	0
916    	0
917    	0
918    	0
919    	0
920    	0
921    	0
922    	0
923    	0
924    	0
925    	0
926    	0
927    	0
928    	0
929    	0
930    	0
931    	0
932    	0
933    	2
934    	0
935    	0
936    	0
937    	0
938    	0
939    	0
940    	0
941    	0
942    	0
943    	0
944    	0
945    	0
946    	0
947    	0
948    	0
949    	0
950    	0
951    	0
952    	0
953    	0
954    	0
955    	0
956    	0
957    	0
958    	0
959    	0
960    	0
961    	0
962    	0
963    	0
964    	0
965    	0
966    	0
967    	0
968    	0
969    	0
970    	0
971    	0
972    	0
973    	0
974    	0
975    	0
976    	0
977    	0
978    	0
979    	0
980    	0
981    	0
982    	0
983    	0
984    	0
985    	0
986    	1
987    	0
988    	0
989    	0
990    	0
991    	0
992    	0
993    	0
994    	0
995    	0
996    	0
